,order_number,product_name,quantity,price,payment_mode,store_name,city,country,year,order_date,month_name,day_name,revenue,unit_price
1969,103040,Harley-Davidson Street Bob,51,24000,Credit card,FINGER LAKES HARLEY-DAVIDSON,Boston,USA,2016,2016-01-02,January,Saturday,1224000,470.5882352941176
1970,103041,Harley-Davidson Street Bob,40,24000,Credit card,STINGER HARLEY-DAVIDSON,Makati City,Philippines,2016,2016-01-03,January,Sunday,960000,600.0
1971,103042,Harley-Davidson Street Bob,43,24000,Credit card,ADAMEC HARLEY-DAVIDSON OF ST. AUGUSTINE,Marseille,France,2016,2016-01-04,January,Monday,1032000,558.1395348837209
1972,103043,Harley-Davidson Street Bob,47,24000,Credit card,CLASSIC HARLEY-DAVIDSON,San Rafael,USA,2016,2016-01-05,January,Tuesday,1128000,510.63829787234044
1973,103044,Harley-Davidson Street Bob,23,24000,Credit card,CAROLINA COAST HARLEY-DAVIDSON,Brickhaven,USA,2016,2016-01-06,January,Wednesday,552000,1043.4782608695652
1974,103045,Harley-Davidson Street Bob,35,24000,Credit card,MONTY'S HARLEY-DAVIDSON,Los Angeles,USA,2016,2016-01-07,January,Thursday,840000,685.7142857142857
1975,103046,Harley-Davidson Street Bob,34,24000,Credit card,WINDY CITY HARLEY-DAVIDSON,Graz,Austria,2016,2016-01-08,January,Friday,816000,705.8823529411765
1976,103047,Harley-Davidson Street Bob,25,24000,Credit card,EMERALD COAST HARLEY-DAVIDSON,Bergen,Norway,2016,2016-01-09,January,Saturday,600000,960.0
1977,103048,Harley-Davidson Street Bob,45,24000,Credit card,HONOLULU HARLEY-DAVIDSON,Nashua,USA,2016,2016-01-10,January,Sunday,1080000,533.3333333333334
1978,103049,Harley-Davidson Street Bob,47,24000,Credit card,WAIKIKI HARLEY-DAVIDSON,Madrid,Spain,2016,2016-01-11,January,Monday,1128000,510.63829787234044
1979,103050,Harley-Davidson Street Bob,49,24000,Credit card,HUB CITY HARLEY-DAVIDSON,Madrid,Spain,2016,2016-01-12,January,Tuesday,1176000,489.7959183673469
1980,103051,Harley-Davidson Street Bob,40,24000,Credit card,OPEN ROAD HARLEY-DAVIDSON,Gensve,Switzerland,2016,2016-01-13,January,Wednesday,960000,600.0
1981,103052,Harley-Davidson Street Bob,29,24000,Credit card,HARLEY-DAVIDSON SHOP OF ROCHESTER,Oulu,Finland,2016,2016-01-14,January,Thursday,696000,827.5862068965517
1982,103053,Harley-Davidson Street Bob,39,24000,Credit card,MIKE BRUNO'S NORTHSHORE HARLEY-DAVIDSON,Liverpool,UK,2016,2016-01-15,January,Friday,936000,615.3846153846154
1983,103054,Harley-Davidson Street Bob,24,24000,Credit card,HARLEY-DAVIDSON OF SOUTHAMPTON,Reggio Emilia,Italy,2016,2016-01-16,January,Saturday,576000,1000.0
1984,103055,Harley-Davidson Street Bob,25,24000,Credit card,S & P HARLEY-DAVIDSON,Las Vegas,USA,2016,2016-01-17,January,Sunday,600000,960.0
1985,103056,Harley-Davidson Street Bob,36,24000,Credit card,BONEYARD HARLEY-DAVIDSON,Gensve,Switzerland,2016,2016-01-18,January,Monday,864000,666.6666666666666
1986,103057,Harley-Davidson Street Bob,50,24000,Credit card,CALIFORNIA HARLEY-DAVIDSON,Oslo,Norway,2016,2016-01-19,January,Tuesday,1200000,480.0
1987,103058,Harley-Davidson Street Bob,45,24000,Credit card,HERITAGE HARLEY-DAVIDSON,Koln,Germany,2016,2016-01-20,January,Wednesday,1080000,533.3333333333334
1988,103059,Harley-Davidson Street Bob,26,24000,Credit card,ANDY'S HARLEY-DAVIDSON,New Bedford,USA,2016,2016-01-21,January,Thursday,624000,923.0769230769231
1989,103060,Harley-Davidson Street Bob,21,24000,Credit card,CHICAGO HARLEY-DAVIDSON OF WRIGLEYVILLE,Philadelphia,USA,2016,2016-01-22,January,Friday,504000,1142.857142857143
1990,103061,Harley-Davidson Street Bob,42,24000,Credit card,CITY LIMITS HARLEY-DAVIDSON,Melbourne,Australia,2016,2016-01-23,January,Saturday,1008000,571.4285714285714
1991,103062,Harley-Davidson Street Bob,32,24000,Credit card,FALCONS FURY HARLEY-DAVIDSON,Madrid,Spain,2016,2016-01-24,January,Sunday,768000,750.0
1992,103063,Harley-Davidson Street Bob,31,24000,Credit card,NORTH CASCADES HARLEY-DAVIDSON,Espoo,Finland,2016,2016-01-25,January,Monday,744000,774.1935483870968
1993,103064,Harley-Davidson Street Bob,33,24000,Credit card,WILLAMETTE VALLEY HARLEY-DAVIDSON,Madrid,Spain,2016,2016-01-26,January,Tuesday,792000,727.2727272727273
1994,103065,Harley-Davidson Street Bob,45,24000,Credit card,MATHEWS HARLEY-DAVIDSON,San Rafael,USA,2016,2016-01-27,January,Wednesday,1080000,533.3333333333334
1995,103066,Harley-Davidson Street Bob,76,24000,Credit card,"ROCHESTER HARLEY-DAVIDSON, INC.",Strasbourg,France,2016,2016-01-28,January,Thursday,1824000,315.7894736842105
1996,103067,Harley-Davidson Street Bob,70,24000,Credit card,CYCLE CITY HARLEY-DAVIDSON,Salzburg,Austria,2016,2016-01-29,January,Friday,1680000,342.85714285714283
1997,103068,Harley-Davidson Street Bob,50,24000,Credit card,APOL'S HARLEY-DAVIDSON,Bergamo,Italy,2016,2016-01-30,January,Saturday,1200000,480.0
1998,103069,Harley-Davidson Street Bob,28,24000,Credit card,SPITZIE'S HARLEY-DAVIDSON OF ALBANY,Salzburg,Austria,2016,2016-01-31,January,Sunday,672000,857.1428571428571
1999,103070,Harley-Davidson Street 750,50,7000,Credit card,PRECISION HARLEY-DAVIDSON,Glendale,USA,2016,2016-02-01,February,Monday,350000,140.0
2000,103071,Harley-Davidson Street 750,28,7000,Credit card,SOUTHERN THUNDER HARLEY-DAVIDSON,New Bedford,USA,2016,2016-02-02,February,Tuesday,196000,250.0
2001,103072,Harley-Davidson Street 750,44,7000,Credit card,RENO HARLEY-DAVIDSON,Helsinki,Finland,2016,2016-02-03,February,Wednesday,308000,159.0909090909091
2002,103073,Harley-Davidson Street 750,27,7000,Credit card,OLD PUEBLO HARLEY-DAVIDSON,Burlingame,USA,2016,2016-02-04,February,Thursday,189000,259.25925925925924
2003,103074,Harley-Davidson Street 750,30,7000,Credit card,ARSENAL HARLEY-DAVIDSON,Toulouse,France,2016,2016-02-05,February,Friday,210000,233.33333333333334
2004,103075,Harley-Davidson Street 750,43,7000,Credit card,HARLEY-DAVIDSON OF FRESNO,Makati City,Philippines,2016,2016-02-06,February,Saturday,301000,162.7906976744186
2005,103076,Harley-Davidson Street 750,29,7000,Credit card,MOONSHINE HARLEY-DAVIDSON,Osaka,Japan,2016,2016-02-07,February,Sunday,203000,241.3793103448276
2006,103077,Harley-Davidson Street 750,48,7000,Credit card,MT. CHEAHA HARLEY-DAVIDSON,San Diego,USA,2016,2016-02-08,February,Monday,336000,145.83333333333334
2007,103078,Harley-Davidson Street 750,33,7000,Credit card,AMERICAN EAGLE HARLEY-DAVIDSON,Tsawassen,Canada,2016,2016-02-09,February,Tuesday,231000,212.12121212121212
2008,103079,Harley-Davidson Street 750,40,7000,Credit card,RIDING HIGH HARLEY-DAVIDSON,San Jose,USA,2016,2016-02-10,February,Wednesday,280000,175.0
2009,103080,Harley-Davidson Street 750,48,7000,Cash,"HAMPTON ROADS HARLEY-DAVIDSON, INC.",Madrid,Spain,2016,2016-02-11,February,Thursday,336000,145.83333333333334
2010,103081,Harley-Davidson Street 750,41,7000,Cash,HORSEPOWER HARLEY-DAVIDSON,Nantes,France,2016,2016-02-12,February,Friday,287000,170.73170731707316
2011,103082,Harley-Davidson Street 750,21,7000,Cash,THREE RIVERS HARLEY-DAVIDSON,Oslo,Norway,2016,2016-02-13,February,Saturday,147000,333.3333333333333
2012,103083,Harley-Davidson Street 750,32,7000,Cash,SHELTON'S HARLEY-DAVIDSON,Munich,Germany,2016,2016-02-14,February,Sunday,224000,218.75
2013,103084,Harley-Davidson Street 750,43,7000,Cash,ROUTE 66 HARLEY-DAVIDSON,White Plains,USA,2016,2016-02-15,February,Monday,301000,162.7906976744186
2014,103085,Harley-Davidson Street 750,30,7000,Cash,LAWLESS HARLEY-DAVIDSON OF SCOTT CITY,Cowes,UK,2016,2016-02-16,February,Tuesday,210000,233.33333333333334
2015,103086,Harley-Davidson Street 750,35,7000,Cash,SONOMA COUNTY HARLEY-DAVIDSON,Bergamo,Italy,2016,2016-02-17,February,Wednesday,245000,200.0
2016,103087,Harley-Davidson Street 750,45,7000,Cash,HARLEY-DAVIDSON AMIENS,Minato-ku,Japan,2016,2016-02-18,February,Thursday,315000,155.55555555555554
2017,103088,Harley-Davidson Street 750,34,7000,Cash,HARLEY-DAVIDSON LA ROCHE-SUR-YON,London,UK,2016,2016-02-19,February,Friday,238000,205.88235294117646
2018,103089,Harley-Davidson Street 750,26,7000,Cash,HARLEY-DAVIDSON ORLÉANS,Chatswood,Australia,2016,2016-02-20,February,Saturday,182000,269.2307692307692
2019,103090,Harley-Davidson Street 750,39,7000,Cash,HARLEY-DAVIDSON PARIS ETOILE,Oulu,Finland,2016,2016-02-21,February,Sunday,273000,179.48717948717947
2020,103091,Harley-Davidson Street 750,41,7000,Cash,HARLEY-DAVIDSON LA ROCHELLE,Madrid,Spain,2016,2016-02-22,February,Monday,287000,170.73170731707316
2021,103092,Harley-Davidson Street 750,41,7000,Cash,HARLEY-DAVIDSON BORIE,Reims,France,2016,2016-02-23,February,Tuesday,287000,170.73170731707316
2022,103093,Harley-Davidson Street 750,64,7000,Cash,HARLEY-DAVIDSON CHARTRES,Newark,USA,2016,2016-02-24,February,Wednesday,448000,109.375
2023,103094,Harley-Davidson Street 750,18,7000,Cash,HARLEY-DAVIDSON AJACCIO,Reggio Emilia,Italy,2016,2016-02-25,February,Thursday,126000,388.8888888888889
2024,103095,Harley-Davidson Street 750,49,7000,Cash,H-D & BUELL PORTES DE BRETAGNE,Nashua,USA,2016,2016-02-26,February,Friday,343000,142.85714285714286
2025,103096,Harley-Davidson Street 750,48,7000,Cash,HARLEY-DAVIDSON PARIS RIVE GAUCHE,Manchester,UK,2016,2016-02-27,February,Saturday,336000,145.83333333333334
2026,103097,Harley-Davidson Street 750,46,7000,Cash,ACCESS DREAM,Las Vegas,USA,2016,2016-02-28,February,Sunday,322000,152.17391304347825
2027,103098,Harley-Davidson Street 750,26,7000,Cash,HARLEY-DAVIDSON BORDEAUX,Brisbane,USA,2016,2016-02-29,February,Monday,182000,269.2307692307692
2028,103099,Harley-Davidson Street 750,37,7000,Cash,HARLEY-DAVIDSON AUVERGNE,San Francisco,USA,2016,2016-03-01,March,Tuesday,259000,189.1891891891892
2029,103100,Harley-Davidson Street 750,35,7000,Cash,AMERICAN MOTOS,Bergamo,Italy,2016,2016-03-02,March,Wednesday,245000,200.0
2030,103101,Harley-Davidson Street 750,23,7000,Cash,MILWAUKEE TWIN,San Rafael,USA,2016,2016-03-03,March,Thursday,161000,304.3478260869565
2031,103102,Harley-Davidson Street 750,22,7000,Cash,HARLEY-DAVIDSON PARIS BASTILLE,Glen Waverly,Australia,2016,2016-03-04,March,Friday,154000,318.1818181818182
2032,103103,Harley-Davidson Street 750,39,7000,Cash,HARLEY-DAVIDSON TROYES,NYC,USA,2016,2016-03-05,March,Saturday,273000,179.48717948717947
2033,103104,Harley-Davidson Street 750,44,7000,Cash,HARLEY-DAVIDSON REIMS,Madrid,Spain,2016,2016-03-06,March,Sunday,308000,159.0909090909091
2034,103105,Harley-Davidson Street 750,27,7000,Cash,HARLEY-DAVIDSON AVIGNON,Lyon,France,2016,2016-03-07,March,Monday,189000,259.25925925925924
2035,103106,Harley-Davidson Street 750,46,7000,Cash,LEGENDE 76,NYC,USA,2016,2016-03-08,March,Tuesday,322000,152.17391304347825
2036,103107,Harley-Davidson Street 750,33,7000,Cash,HARLEY-DAVIDSON TOULON,Torino,Italy,2016,2016-03-09,March,Wednesday,231000,212.12121212121212
2037,103108,Harley-Davidson Street 750,33,7000,Cash,HARLEY-DAVIDSON CAEN,Singapore,Singapore,2016,2016-03-10,March,Thursday,231000,212.12121212121212
2038,103109,Harley-Davidson Street 750,24,7000,Cash,HARLEY-DAVIDSON GRAND LYON,Sevilla,Spain,2016,2016-03-11,March,Friday,168000,291.6666666666667
2039,103110,Harley-Davidson Street 750,31,7000,Cash,HARLEY-DAVIDSON LIMOGES,San Rafael,USA,2016,2016-03-12,March,Saturday,217000,225.80645161290323
2040,103111,Harley-Davidson Street 750,41,7000,Cash,HARLEY-DAVIDSON 66 PERPIGNAN,Manchester,UK,2016,2016-03-13,March,Sunday,287000,170.73170731707316
2041,103112,Harley-Davidson Street 750,22,7000,Cash,HARLEY-DAVIDSON COTE D OPALE,Las Vegas,USA,2016,2016-03-14,March,Monday,154000,318.1818181818182
2042,103113,Harley-Davidson Street 750,46,7000,Cash,HARLEY-DAVIDSON NANTES,San Rafael,USA,2016,2016-03-15,March,Tuesday,322000,152.17391304347825
2043,103114,Harley-Davidson Street 750,43,7000,Cash,HARLEY-DAVIDSON GOLFE DE BRETAGNE,Madrid,Spain,2016,2016-03-16,March,Wednesday,301000,162.7906976744186
2044,103115,Harley-Davidson Street 750,15,7000,Cash,HARLEY-DAVIDSON V-ATTITUDE,Minato-ku,Japan,2016,2016-03-17,March,Thursday,105000,466.6666666666667
2045,103116,Harley-Davidson Street 750,15,7000,Cash,PRESTIGE MOTORCYCLES,Chatswood,Australia,2016,2016-03-18,March,Friday,105000,466.6666666666667
2046,103117,Harley-Davidson Street 750,26,7000,Cash,HARLEY-DAVIDSON GRAND LYON SUD,Madrid,Spain,2016,2016-03-19,March,Saturday,182000,269.2307692307692
2047,103118,Harley-Davidson Street 750,44,7000,Cash,HARLEY-DAVIDSON AGEN,NYC,USA,2016,2016-03-20,March,Sunday,308000,159.0909090909091
2048,103119,Harley-Davidson Street 750,20,7000,Cash,HARLEY-DAVIDSON VALENCIENNES,NYC,USA,2016,2016-03-21,March,Monday,140000,350.0
2049,103120,Harley-Davidson Street 750,40,7000,Cash,HARLEY-DAVIDSON SAINT ETIENNE,Espoo,Finland,2016,2016-03-22,March,Tuesday,280000,175.0
2050,103121,Harley-Davidson Street 750,23,7000,Cash,H-D VALLEE DE CHEVREUSE,South Brisbane,Australia,2016,2016-03-23,March,Wednesday,161000,304.3478260869565
2051,103122,Harley-Davidson Street 750,24,7000,Cash,HARLEY-DAVIDSON SUNROAD,Singapore,Singapore,2016,2016-03-24,March,Thursday,168000,291.6666666666667
2052,103123,Harley-Davidson Street 750,29,7000,Cash,HARLEY-DAVIDSON POITIERS,Reggio Emilia,Italy,2016,2016-03-25,March,Friday,203000,241.3793103448276
2053,103124,Harley-Davidson Street 750,49,7000,Cash,HARLEY-DAVIDSON FACTORY,Sevilla,Spain,2016,2016-03-26,March,Saturday,343000,142.85714285714286
2054,103125,Harley-Davidson Street 750,34,7000,Cash,HARLEY-DAVIDSON DIJON,White Plains,USA,2016,2016-03-27,March,Sunday,238000,205.88235294117646
2055,103126,Harley-Davidson Street 750,28,7000,Cash,HARLEY-DAVIDSON BEZIERS,Boston,USA,2016,2016-03-28,March,Monday,196000,250.0
2056,103127,Harley-Davidson Street 750,37,7000,Cash,HARLEY-DAVIDSON LAS PALMAS,Dublin,Ireland,2016,2016-03-29,March,Tuesday,259000,189.1891891891892
2057,103128,Harley-Davidson Street 750,45,7000,Cash,CANTABRIA HARLEY-DAVIDSON,Frankfurt,Germany,2016,2016-03-30,March,Wednesday,315000,155.55555555555554
2058,103129,Harley-Davidson Street 750,46,7000,Cash,HARLEY-DAVIDSON SIEBLA-MARBELLA,Madrid,Spain,2016,2016-03-31,March,Thursday,322000,152.17391304347825
2059,103130,Harley-Davidson Street 750,22,7000,Cash,HARLEY-DAVIDSON CADIZ,San Rafael,USA,2016,2016-04-01,April,Friday,154000,318.1818181818182
2060,103131,Harley-Davidson Street 750,39,7000,Cash,HARLEY-DAVIDSON MALLORCA,San Rafael,USA,2016,2016-04-02,April,Saturday,273000,179.48717948717947
2061,103132,Harley-Davidson Street 750,27,7000,Cash,HARLEY-DAVIDSON VALENCIA,NYC,USA,2016,2016-04-03,April,Sunday,189000,259.25925925925924
2062,103133,Harley-Davidson Street 750,36,7000,Cash,HARLEY-DAVIDSON ALMERIA,Cambridge,USA,2016,2016-04-04,April,Monday,252000,194.44444444444446
2063,103134,Harley-Davidson Street 750,38,7000,Cash,HARLEY-DAVIDSON SEVILLA,Aaarhus,Denmark,2016,2016-04-05,April,Tuesday,266000,184.21052631578948
2064,103135,Harley-Davidson Street 750,44,7000,Cash,HARLEY-DAVIDSON MADRID SUR,Stavern,Norway,2016,2016-04-06,April,Wednesday,308000,159.0909090909091
2065,103136,Harley-Davidson Street 750,31,7000,Cash,HARLEY-DAVIDSON GRANADA,Paris,France,2016,2016-04-07,April,Thursday,217000,225.80645161290323
2066,103137,Harley-Davidson Street 750,23,7000,Cash,HARLEY-DAVIDSON MURCIA,NYC,USA,2016,2016-04-08,April,Friday,161000,304.3478260869565
2067,103138,Harley-Davidson Street 750,22,7000,Cash,HARLEY-DAVIDSON BARCELONA,Reims,France,2016,2016-04-09,April,Saturday,154000,318.1818181818182
2068,103139,Harley-Davidson Street 750,28,7000,Cash,HARLEY-DAVIDSON EXTREMADURA,San Rafael,USA,2016,2016-04-10,April,Sunday,196000,250.0
2069,103140,Harley-Davidson Street 750,21,7000,Cash,LA NAVE HARLEY-DAVIDSON,Madrid,Spain,2016,2016-04-11,April,Monday,147000,333.3333333333333
2070,103141,Harley-Davidson Street 750,37,7000,Cash,HARLEY-DAVIDSON ESPACIO BCN,Madrid,Spain,2016,2016-04-12,April,Tuesday,259000,189.1891891891892
2071,103142,Harley-Davidson Street 750,31,7000,Cash,HARLEY-DAVIDSON ASTURIAS,Madrid,Spain,2016,2016-04-13,April,Wednesday,217000,225.80645161290323
2072,103143,Harley-Davidson Street 750,25,7000,Cash,HARLEY-DAVIDSON BILBAO,Stavern,Norway,2016,2016-04-14,April,Thursday,175000,280.0
2073,103144,Harley-Davidson Street 750,26,7000,Cash,HARLEY-DAVIDSON LLEIDA,San Francisco,USA,2016,2016-04-15,April,Friday,182000,269.2307692307692
2074,103145,Harley-Davidson Street 750,34,7000,Cash,HARLEY-DAVIDSON LLEIDA,Madrid,Spain,2016,2016-04-16,April,Saturday,238000,205.88235294117646
2075,103146,Harley-Davidson Street 750,29,7000,Cash,HARLEY-DAVIDSON MADRID,Chatswood,Australia,2016,2016-04-17,April,Sunday,203000,241.3793103448276
2076,103147,Harley-Davidson Street 750,20,7000,Cash,HARLEY-DAVIDSON TARRACO,Brisbane,USA,2016,2016-04-18,April,Monday,140000,350.0
2077,103148,Harley-Davidson Street 750,42,7000,Cash,HARLEY-DAVIDSON VIGO,NYC,USA,2016,2016-04-19,April,Tuesday,294000,166.66666666666666
2078,103149,Harley-Davidson Street 750,22,7000,Cash,HARLEY-DAVIDSON ALICANTE,Bergamo,Italy,2016,2016-04-20,April,Wednesday,154000,318.1818181818182
2079,103150,Harley-Davidson Street 750,47,7000,Cash,HARLEY-DAVIDSON TENERIFE,Philadelphia,USA,2016,2016-04-21,April,Thursday,329000,148.93617021276594
2080,103151,Harley-Davidson Street 750,20,7000,Cash,HARLEY-DAVIDSON ZARAGOZA,Glen Waverly,Australia,2016,2016-04-22,April,Friday,140000,350.0
2081,103152,Harley-Davidson Street 750,33,7000,Cash,HARLEY-DAVIDSON SIEBLA-MALAGA,Vancouver,Canada,2016,2016-04-23,April,Saturday,231000,212.12121212121212
2082,103153,Harley-Davidson Street 750,39,7000,Cash,CHEYENNE RADIKAL BIKES,Burbank,USA,2016,2016-04-24,April,Sunday,273000,179.48717948717947
2083,103154,Harley-Davidson Street 750,33,7000,Cash,HARLEY-DAVIDSON GIRONA,Cambridge,USA,2016,2016-04-25,April,Monday,231000,212.12121212121212
2084,103155,Harley-Davidson Street 750,40,7000,Cash,HARLEY-HEAVEN WESTERN SYDNEY,Madrid,Spain,2016,2016-04-26,April,Tuesday,280000,175.0
2085,103156,Harley-Davidson Street 750,46,7000,Cash,ROCKINGHAM HARLEY-DAVIDSON,San Jose,USA,2016,2016-04-27,April,Wednesday,322000,152.17391304347825
2086,103157,Harley-Davidson Street 750,48,7000,Cash,FRASER MOTORCYCLES WOLLONGONG,Salzburg,Austria,2016,2016-04-28,April,Thursday,336000,145.83333333333334
2087,103158,Harley-Davidson Street 750,21,7000,Cash,MORGAN & WACKER HARLEY-DAVIDSON,Torino,Italy,2016,2016-04-29,April,Friday,147000,333.3333333333333
2088,103159,Harley-Davidson Street 750,45,7000,Cash,QUICK FIX HARLEY-DAVIDSON,Brickhaven,USA,2016,2016-04-30,April,Saturday,315000,155.55555555555554
2089,103160,Harley-Davidson Street 750,33,7000,Cash,HARLEY HEAVEN - RINGWOOD,Versailles,France,2016,2016-05-01,May,Sunday,231000,212.12121212121212
2090,103161,Harley-Davidson Street 750,44,7000,Cash,RICHARDSON'S HARLEY-DAVIDSON,San Rafael,USA,2016,2016-05-02,May,Monday,308000,159.0909090909091
2091,103162,Harley-Davidson Street 750,33,7000,Cash,MACKAY HARLEY-DAVIDSON,NYC,USA,2016,2016-05-03,May,Tuesday,231000,212.12121212121212
2092,103163,Harley-Davidson Street 750,39,7000,Cash,TRARALGON HARLEY-DAVIDSON,San Francisco,USA,2016,2016-05-04,May,Wednesday,273000,179.48717948717947
2093,103164,Harley-Davidson Street 750,39,7000,Cash,DARLING DOWNS HARLEY-DAVIDSON,Madrid,Spain,2016,2016-05-05,May,Thursday,273000,179.48717948717947
2094,103165,Harley-Davidson Street 750,41,7000,Cash,HORSHAM HARLEY-DAVIDSON,Madrid,Spain,2016,2016-05-06,May,Friday,287000,170.73170731707316
2095,103166,Harley-Davidson Street 750,40,7000,Cash,NORTHERN BEACHES HARLEY-DAVIDSON,Brickhaven,USA,2016,2016-05-07,May,Saturday,280000,175.0
2096,103167,Harley-Davidson Street 750,33,7000,Cash,HIGHWAY HARLEY-DAVIDSON,San Rafael,USA,2016,2016-05-08,May,Sunday,231000,212.12121212121212
2097,103168,Harley-Davidson Street 750,28,7000,Cash,NORTH COAST V-TWINS,Bruxelles,Belgium,2016,2016-05-09,May,Monday,196000,250.0
2098,103169,Harley-Davidson Street 750,26,7000,Cash,THOMAS LEE MOTORCYCLES,Bergamo,Italy,2016,2016-05-10,May,Tuesday,182000,269.2307692307692
2099,103170,Harley-Davidson Street 750,29,7000,Cash,FRASER MOTORCYCLES SYDNEY,Melbourne,Australia,2016,2016-05-11,May,Wednesday,203000,241.3793103448276
2100,103171,Harley-Davidson Street 750,46,7000,Cash,PERTH HARLEY-DAVIDSON,Madrid,Spain,2016,2016-05-12,May,Thursday,322000,152.17391304347825
2101,103172,Harley-Davidson Street 750,33,7000,Cash,HARLEY HEAVEN - DANDENONG,Pasadena,USA,2016,2016-05-13,May,Friday,231000,212.12121212121212
2102,103173,Harley-Davidson Street 750,48,7000,Cash,SUNSHINE COAST HARLEY-DAVIDSON,Burlingame,USA,2016,2016-05-14,May,Saturday,336000,145.83333333333334
2103,103174,Harley-Davidson Street 750,40,7000,Cash,GREAT SOUTHERN MOTORCYCLES,Osaka,Japan,2016,2016-05-15,May,Sunday,280000,175.0
2104,103175,Harley-Davidson Street 750,23,7000,Cash,HARLEY MAGIC,Melbourne,Australia,2016,2016-05-16,May,Monday,161000,304.3478260869565
2105,103176,Harley-Davidson Street 750,40,7000,Cash,BUNBURY HARLEY-DAVIDSON,Tsawassen,Canada,2016,2016-05-17,May,Tuesday,280000,175.0
2106,103177,Harley-Davidson Street 750,37,7000,Cash,WESTERN RANGES MOTORCYCLES ORANGE,San Jose,USA,2016,2016-05-18,May,Wednesday,259000,189.1891891891892
2107,103178,Harley-Davidson Street 750,24,7000,Cash,PORT CITY HARLEY-DAVIDSON,Bridgewater,USA,2016,2016-05-19,May,Thursday,168000,291.6666666666667
2108,103179,Harley-Davidson Street 750,27,7000,Cash,GASOLINE ALLEY HARLEY-DAVIDSON,Nantes,France,2016,2016-05-20,May,Friday,189000,259.25925925925924
2109,103180,Harley-Davidson Street 750,21,7000,Cash,SY'S HARLEY-DAVIDSON,Oslo,Norway,2016,2016-05-21,May,Saturday,147000,333.3333333333333
2110,103181,Harley-Davidson Street 750,23,7000,Cash,HARLEY-HEAVEN - MELBOURNE,Dublin,Ireland,2016,2016-05-22,May,Sunday,161000,304.3478260869565
2111,103182,Harley-Davidson Street 750,44,7000,Cash,GOLD COAST HARLEY-DAVIDSON,White Plains,USA,2016,2016-05-23,May,Monday,308000,159.0909090909091
2112,103183,Harley-Davidson Street 750,35,7000,Cash,MORGAN & WACKER HARLEY-DAVIDSON,Burlingame,USA,2016,2016-05-24,May,Tuesday,245000,200.0
2113,103184,Harley-Davidson Street 750,43,7000,Cash,GEELONG HARLEY-DAVIDSON,Bergamo,Italy,2016,2016-05-25,May,Wednesday,301000,162.7906976744186
2114,103185,Harley-Davidson Street 750,40,7000,Cash,WESTERN RANGES MOTORCYCLES ORANGE,Barcelona,Spain,2016,2016-05-26,May,Thursday,280000,175.0
2115,103186,Harley-Davidson Street 750,35,7000,Cash,BUNBURY HARLEY-DAVIDSON,Glendale,USA,2016,2016-05-27,May,Friday,245000,200.0
2116,103187,Harley-Davidson Street 750,25,7000,Cash,PORT CITY HARLEY-DAVIDSON,Chatswood,Australia,2016,2016-05-28,May,Saturday,175000,280.0
2117,103188,Harley-Davidson Street 750,43,7000,Cash,CANBERRA HARLEY-DAVIDSON,Nantes,France,2016,2016-05-29,May,Sunday,301000,162.7906976744186
2118,103189,Harley-Davidson Street 750,50,7000,Cash,BUNDABERG HARLEY-DAVIDSON,Madrid,Spain,2016,2016-05-30,May,Monday,350000,140.0
2119,103190,Harley-Davidson Street 750,45,7000,Cash,HARLEY CENTRAL,Reims,France,2016,2016-05-31,May,Tuesday,315000,155.55555555555554
2120,103191,Harley-Davidson Street 750,52,7000,Cash,HIDDEN VALLEY HARLEY-DAVIDSON,Newark,USA,2016,2016-06-01,June,Wednesday,364000,134.6153846153846
2121,103192,Harley-Davidson Street 750,48,7000,Cash,SUNCITY HARLEY-DAVIDSON,Reggio Emilia,Italy,2016,2016-06-02,June,Thursday,336000,145.83333333333334
2122,103193,Harley-Davidson Street 750,31,7000,Cash,ADELAIDE HARLEY-DAVIDSON BIKE WORKS,Makati City,Philippines,2016,2016-06-03,June,Friday,217000,225.80645161290323
2123,103194,Harley-Davidson Street 750,29,7000,Cash,WESTERN RANGES MOTORCYCLES,Marseille,France,2016,2016-06-04,June,Saturday,203000,241.3793103448276
2124,103195,Harley-Davidson Street 750,23,7000,Cash,GOLDFIELDS BIKEWORKS,San Rafael,USA,2016,2016-06-05,June,Sunday,161000,304.3478260869565
2125,103196,Harley-Davidson Street 750,31,7000,Cash,CITY BIKEWORX,Brickhaven,USA,2016,2016-06-06,June,Monday,217000,225.80645161290323
2126,103197,Harley-Davidson Street 750,23,7000,Cash,HARLEY HEAVEN - ADELAIDE,San Francisco,USA,2016,2016-06-07,June,Tuesday,161000,304.3478260869565
2127,103198,Harley-Davidson Street 750,24,7000,Cash,ROCKY HARLEY-DAVIDSON,North Sydney,Australia,2016,2016-06-08,June,Wednesday,168000,291.6666666666667
2128,103199,Harley-Davidson Street 750,28,7000,Cash,HARBOUR CITY HARLEY-DAVIDSON,Lille,France,2016,2016-06-09,June,Thursday,196000,250.0
2129,103200,Harley-Davidson Street 750,44,7000,Cash,GEELONG HARLEY-DAVIDSON,Koln,Germany,2016,2016-06-10,June,Friday,308000,159.0909090909091
2130,103201,Harley-Davidson Street 750,22,7000,Cash,RIDGES HARLEY-DAVIDSON,Paris,France,2016,2016-06-11,June,Saturday,154000,318.1818181818182
